apartment_id,text_review,rating,author
345,"I moved in this February and absolutely love my apartment. This is by the far the best apartments I have lived in. I love that each room has its own bathroom and is super spacious. We love that they each have their own mini fridge and microwave in their rooms. The pool area feels like a resort with the lounge chairs and tables. The gym is great to have, we don't have to pay for a gym membership anymore! The staff is always so helpful and fast when I need anything. Great place to live.",5,Kayla Hort
345,"I lived in Davis for 3-4 years, staying only at Adobe apartment, and I was extremely satisfied. I lived on the second floor, and there were no bugs at all. The internet was very fast, and above all, the office staff were incredibly kind and efficient in handling matters. Whenever a problem arose, they would resolve it immediately on the same day, and they were kind and helpful even with small issues. There are grocery stores nearby, and bus stops are right next to the building, making it convenient to go to school. Thanks to all this, I had a wonderful time living in Davis.",5,Jay Park
345,"I’ve lived at Adobe for the past 6 years and it’s one of the best apartments I’ve rented in Davis. The rooms are super spacious and every room has their own bathroom & mini fridge. There’s a beautiful pool area, nice & quiet study room, and a nice gym with dumbbells & everything. The management, leasing team, and maintenance team are also very helpful, responsive & kind! I love living here :)",5,Cecilia Hicks
347,"We have lived in Davis for 10 years and Meadow Ridge was by far our favorite place to live. Since this apartment complex is about a 30-minute bus ride to campus, Meadow Ridge is more geared towards families and working professionals, which was ideal for us. It's located in a quiet neighborhood, within walking distance to the Nugget Marketplace and the best sushi restaurant in town, Huku Japanese Bistro. Meadow Ridge just updated their sports court, which meant playing tennis or pickleball was just a minute away.

The staff are wonderful and responds timely to any maintenance issues. Ion is very knowledgeable and works hard to fix everything onsite, from a leaky pipe to a broken washer. The office manager, Kristen, is always friendly and helpful when we had questions/concerns and made sure to keep an open line of communication.

We first lived in a 1x1 and then upgraded to a 2x1, and we always loved how spacious all the rooms were. It's also amazing that a good washer and dryer is included in unit - that's rare amongst Davis apartments!

If we didn't buy a house, we would have been happy to stay at Meadow Ridge. We recommend this apartment wholeheartedly.",5,Alex Massarsky
347,"This is one of the best apartments complexes I have ever lived at. Kristen, the property manager, and Ion, the maintenance guy, are both very responsive to issues, and the place is kept clean and quiet.",5,Kevin Christ
347,"We love Meadow Ridge -- the location, staff, amenities, and neighbors collectively create an ideal environment, especially for families seeking comfort and a quiet place that's conveniently located.

Unlike other places we've lived where updates only happen when things break down, Meadow Ridge comes with updated kitchens and windows, and is always improving features, like adding EV chargers, updating the sports court/pool, etc.

The staff are amazing as well. The maintenance staff, Ion, is very knowledgeable and professional. He knows how to fix everything from the drain to the appliances. When our dryer stopped working, he quickly found the root cause and made sure we had a working dryer ASAP.

The property manager, Kristen, is very approachable and helpful as well. Her clear communication keeps us informed about any upcoming changes, and she ensures any residents' concerns are heard and addressed.

Overall, Meadow Ridge is dedicated to quality living and great service. Highly recommended!",5,The Lins
347,"I lived here for a year, and would never ask for a nicer apartment in Davis. Swimming pool and jacuzi are always well cleaned, and ready to use. Office manager Kristen is really nice, she will give you all the help you'll need, and Ion is always there to help you with problems you'll have at your sinks, dish washer, etc. (He's the best with his work) I definitely recommend this well built, cozy apartment in South Davis. And of course, it is  always good to be near a local market and friendly UPS store.",5,tv유삥
347,"Lovely place, my family lived here for two years and I miss it so much. Kristen and Ion are the best managers I have ever met.",5,Jaemin Lee
348,"Lived in Pepperwood Apartment for 3 years during my college experience. Although the apartment are on the older side, management is on top of their game and will make sure to take care of any problems you may have in your apartment at a timely manner!

*Before they turned their doors lime green.",5,Wilbert
348,One of our favorite FPI properties to work with. Staff is nice and professional. Jobs are great because they keep their property tidy.,5,Nance PropServs
348,,5,Peeks
348,,5,Soohyun Kim
351,"Hands down my favorite living experience in Davis. At the corner of Russell and La Rue, it's very convenient to get to Trader Joe's, SaveMart, and Safeway. It's walking distance from every part of campus, and a short drive or bike ride from downtown. Even more important, the apartments and spacious and comfortable, and the management and maintenance are out of this world. Any question or problem you have is handled extremely quickly, usually the same day. The rent is among the cheapest you'll find in Davis, and for what you're getting is a phenomenal deal.",5,Pamela “Pam” Denish
351,"I've lived here for five years, and I miss it so much!  I definitely can't say enough good words about this place!  Management and maintenance people are all very nice and responsive.  The location is just the best!  Highly recommend if you can get a lease here - usually there is a waiting list, but definitely worth it!",5,Meina Wang
351,Very close to university campus and campus recreational area. The apartments are good price but a little smaller rooms. They are very popular housing. Apply early if you want to get in.,4,Prashant Gupta
351,Just a perfect place to live,5,Sue S
351,Good place,5,Jose “Nery” Aleman Flores
352,"Sterling 5th Street is an amazing apartment complex to live in, the best in Davis! I couldn't recommend it enough! Let’s start with the pricing, which is modest and affordable, especially considering the incredible facilities. For the 2024 year, I managed to get my own private bedroom and bathroom in a 5x5 apartment for $1,099 per month. I’ll talk more on how Sterling compares to other housing options in Davis at the end of this review, but first, let me talk about the details of the apartment.

Apartment Features:
The 5x5 unit (their most affordable option) is incredibly spacious, much larger than any other apartments I toured in Davis. Each bedroom comes fully furnished (at no additional charge) with its own private bathroom, bed, desk, chair, and plenty of storage. My unit even has a spacious walk-in closet! There are 2 large windows that allow you to let in plenty of sunlight.

The private bathroom is massive, modern and with all-new fixtures. The common areas are equally as modern. The living room is large and comes furnished with comfortable couches, a coffee table, and a big TV. The kitchen has a huge island with 5 bar chairs for entertaining, plenty of cabinet space for all five residents, and new appliances. The in-unit washer and dryer are also large and new.

While you can hear noise within the unit (e.g., someone cooking or talking in the living room), it’s better soundproofed than any other student apartment I’ve visited in Davis. The walls between apartments are thick, so I never hear my next door neighbors. Traffic and train noise are nonexistent, even though I live on the south side around 300ft from the tracks.

Amenities:
Sterling’s amenities are the best! There’s a pool and a heated jacuzzi, study areas on every floor, and a large main study area with private rooms and free printing (30 pages/month). The game room features a pool table, and the community kitchen is perfect for hosting events. Wifi is fast everywhere.

The gym is my favorite amenity. It’s huge, well-equipped, with most equipment you can find at the ARC. With dumbbells up to 75 lbs, mirrors throughout, and great views of the pool, it’s convenient and saves me time and money from driving and parking at the ARC.

There are also BBQs scattered around the property, making it great to host gatherings. The secured parking garage is spacious, with plenty of spots even for general parking pass holders like myself. There is also a bike garage.

Staff and Management:
The staff at Sterling are fantastic! Shoutout to Angelina and Jonathan, who have been incredibly helpful and friendly every time I need assistance. The leasing office is open daily, and maintenance requests are addressed quickly (usually within 1-3 days). The team is polite, accessible, and always willing to help.

Location:
While Sterling is a bit far from campus compared to pther apartments in Davis, it’s manageable with a car. For bikers, the nearby bike highway to the West on the overpass works well!

Pricing Comparison:
Sterling stands out as the best value for student housing in Davis, especially with how new and great their amenities are! Other apartments for the 2025-2026 year charge upwards charge of $1,400-$1,700 for private rooms without private bathrooms, or $1,059 for shared bedrooms in overcrowded units like Identity, which accommodates up to 12 people. By comparison, Sterling’s pricing and modern buildings are unbeatable.

I moved in mid-Fall quarter of 2024, and initially hesitated to renew my lease due to being new. But after a month, and after touring other apartments for the 2025-2026 year, I realized how much better Sterling was. Unfortunately, I missed the opportunity to lock in the $1,099 rate for the 2025-2026 year but was offered a reasonable $1,229, which is still far better than any other private bed+bath in Davis for 2025-2026.

Learn from my mistake, sign up for Sterling asap (spots always run out!) and renew your lease early! This place truly offers the best student housing experience in Davis, with affordability, luxury, and convenience!",5,Justin Leong
352,"The absolute best apartment complex I’ve ever stayed at. Definitely renewing my lease for next year!  It is a very safe place to live, not only that, neighbors are great, roommates are very sweet and the office staff is absolutely fantastic. Pet friendly too!!",5,Cindy Isabel Martinez
352,"Great location, easy to get to school, close to the bus stop
There are events every day and the neighbors are very welcoming",5,Yawen Pu
352,I highly recommend living at Sterling! They have great amenities and the staff are very kind and welcoming. The maintenance staff are very quick and efficient. The location is great as it’s right next to the bus stop and pretty close to Downtown Davis!,5,Kylie Anda
352,"I recently had the pleasure of working with Ari, and I can't say enough positive things about my experience. From the moment we first connected, her customer service was nothing short of amazing!

Ari took the time to really listen to my needs and preferences, which made a world of difference in my search for the perfect apartment. She provided options that were specifically tailored to my situation, demonstrating a genuine understanding and care for what I was looking for.

Throughout the entire process, her guidance was invaluable. She was knowledgeable, patient, and incredibly responsive, making what can often be a stressful experience into a smooth and enjoyable one. Thanks to her expertise and dedication, I found an apartment that I'm absolutely thrilled with.

If you're looking for a leasing agent who truly goes above and beyond, I highly recommend Ari. Her professionalism, attentiveness, and personalized approach make her a standout in the industry. Five stars all the way!",5,Brenda
353,"Lauren and the management team are amazing property managers. Any issues brought up to management will be resolved in a timely and professional manner. They even have tenant appreciation breakfast every now and then, which is just above and beyond from management. Lots of amenities included and conveniently placed. Overall, my experience has been nothing but pleasant.",5,Edward Ieong
353,"My time at Aggie Square has been absolutely awesome! As an international student, I was all about exploring a new city, and Aggie Square quickly became the heart of my adventures. During my 2-year stay, every aspect of it was simply outstanding. Whether it was the super-responsive management or the maintenance team who fixed things at the speed of light, they were on it.

What's really cool is that we hardly ever had any big issues to worry about. The apartment was all spruced up and well-maintained. The only maintenance request in our first year was a routine check by the management to make sure the blinds were in tip-top shape and the pipes were clear. They were all over it before we even knew it!

And speaking of the management, they were like your friendly neighborhood superheroes. One of my best memories was the Thanksgiving bash with the Aggie community. We all got together for some great fun and even a lucky draw. Guess what? My roomies and I won Amazon gift cards worth $200, just for being awesome and renewing our lease without a rent hike. Sweet, right?

Aggie Square knows how to keep the surprises coming. At the start of the school year, we'd find donuts waiting for us, and during exams, it was fresh pizzas and more donuts. Plus, we could always count on top-notch Starbucks coffee to keep us going.

Looking back, I can honestly say that I had a blast during my 2-year stay at Aggie Square. It was the perfect introduction to California living. Huge shoutout to Lauren and Francisco, the dynamic duo who always had our backs. They were super cool and ready to help with anything and everything.

Aggie Square, you totally rocked, and I'm super thankful for all the fantastic memories and experiences I gained during my time there. It was an epic way to kick off my California adventure! 🌟😊",5,Kusuma Bangalore Nagaraja
353,"Aggie square is an amazing place to live. The managers are incredibly friendly and kind, the complex is always kept clean, and maintenance is quick to respond. The complex also hosts fun events for their residents such as breakfasts and prize raffles. The complex works very hard to make their residents happy.",5,Maia Burton
353,"Aggie Square is an amazing apartment complex! Maintenance is always there to help resolve any issues that arise promptly, and management replies promptly to requests. The manager is the best and really looks out for the residents. Also, they take really good care of residents by hosting dinners, parties, events, etc.

The landscaping is also pristine! It is nicer than any complex’s landscaping I’ve seen. I cannot think of a con about this complex, it is so good!

Pool and hot tub, fitness center, and clubhouse all function really well as well!",5,David Silva
353,"Lauren is the manager here. She's the best manager I've ever had. She has helped me solve many problems and has been actively communicating with me! I've had a lot of good experiences living in this community, it's quiet, clean and comfortable. It's a great, great community! I don't want to leave here until I graduate.",5,Jinying Wei
354,"Charged ridiculous moving out fee, and went straight to debt collection agency instead of notifying us. The only time they tried notifying us was through mail, which they will send it to your PREVIOUS address, not the permanent address. After that they will just toss the work to the debt collecting company with 1.09 star rating on BBB to match to their rating here. I can see why they work well together now.

This place will take your whole $900 security deposit and still asks for more. The whole time they will not show you any documentation of what or how the money was used, and if you do question about he price, you will get harassed by the debt company they hired. They don't care about customer service, especially about tenants that moved out already. It's beyond ridiculous how they still had the audacity to charge us this much after having constant issues at the property (Roach problems, sewage problems, trash disposal never working...etc ) .",1,Lana
354,"Just walk by building 105 and seeing all that garbage laying around will tell you everything.
Paying so much for rent ,utilities and constantly dealing with repairs that are never fixed.  Now have to watch mountain of garbage that is sitting there for weeks.
Hopefully sanitary inspection and City of Davis will fine them.",1,nina bak
354,"Management is always “sorry” for not answering phones , been having to pick up mail at the post office for the last four months they finally told us they will no longer be holding it . When someone is finally in the office they are “sorry and waiting on a bid “ we are going on five months now so now all of the students and families mail will be returned to sender the “manager” put a note by the mail box asking the mail carrier to deliver her mail to the office . How wonderful for her . When I call the regional managers Cecilia  and her supervisor  shannon , no one answers the phone (not surprised) how wonderful is it for them to receive our rent money while Our mail is being returned to sender. They refused to pay for PO boxes or deduct this inconvenience from our rent.",1,D 89
354,"DO NOT LIVE HERE! RUN!

We had black mold in our apartment that was ignored and progressively got worse. In addition the work orders were never completed on time. We were told by maintenance that they would just paint over it- YIKES. We had water damage front winter storms near both doors and filters that they refused to replace.

Turnover at this property is constant- new property manager every six months. No one is ever is the office, they don't pick up the phone. The grass has all died, no bark or new grass is put down except in front of the office. The trees are constantly falling over or huge limbs breaking off. Ever since FPI Management took this complex over they have run it into the ground.

The crime as this property is REALLY BAD. Packages are stolen constantly, wheels stolen off of cars, and you always see people digging in the dumpsters.",1,Lauren Carrillo
354,"DO NOT MOVE HERE!!! THEY WOULD SEND YOU TO A DEBT COLLECTION.

My and my college roommates moved to octave last year and at the end of August when we moved out, they send us a bill that we needed to pay almost 1000 dollars in damages on top of keeping our deposit money. They argued that the apartment needed reparations and extra cleaning services, when in reality when we first moved in everything was so dirty. The kitchen had never been clean from previous tenants, there was stains in the carpet, and mold in the washing machines. Maintenance did not help at all, and they wouldn’t even change a light bulb because it was cheap enough for us to buy one. They wouldn’t even have a conversation about the fees and us proving proof of the conditions of the apartment (they did 3 inspections before we moved out and they said everything was great). They sell your “debt” to a debt collection company right away even though they are illegally send you the receipt after 30 days of returning keys. DO NOT LIVE HERE.",1,Michelle Estrada
355,"This place should definitely be rated HIGHER. I lived there for 3 years and I am so grateful for all of the Arlington Team, including Chase. He was always very kind and the rest of the team were always very supportive and easy to talk to. Special shout out to the maintenance team including Junior who always did things with such attention to detail and a good attitude. I highly recommend Arlington!",5,Ash
355,"Highly recommend! Quiet and well maintained apartment complex. Great WiFi access included in rent. 24 hour study lounge, gym and laundry rooms all kept clean and in working condition. Well lit at night. Unitrans bus stops conveniently in back of apartment complex, so you don’t have far to walk. Staff is very professional, courteous, and helpful and responds quickly to maintenance requests.  Full-time maintenance staff are very knowledgeable, and they get the job done as quickly as possible. Great place to live!",5,Ana Hopkins
355,"I took a walk-in tour with Chase today and it was one of the best experiences I have ever on a tour. He was personable and he gave me and my friend a lot of good information. I loved how he sent me a text immediately after my tour to see if I had questions. The property itself was also very clean, quiet, and I could really see myself living there. But I think knowing that Chase is in the office makes the biggest difference. I would highly recommend doing a tour.",5,Ethan Cheng-Luong
355,"I LOVED my experience at Arlington Farm Apartments. The rooms and common areas are huge, they are ON great bus lines (legit bus stops right by your door), have fun resident events, and great sense of community. Personally, I loved to study by the pool. If I got too hot, I could use the community study room and they always had snacks and coffee in there! Also, the closet was huge and the doors were a mirror. The housing office staff is amazing, and I would highly recommend. P.S. the buildings are super cute and my ootd pics always slayed.",5,Sarina Mugino
355,"I lived here from August 2021 - August 2022 and I am currently searching housing in another city and remembered how frustrating it can be to have to suss out whether a place is good or not on your own, so I decided to write this review because I really was very satisfied with my stay at Arlington Farm Apartments.  I stayed in the 4-bedroom two story apartment with three other girls from UCD.  The apartment complex is quiet and pretty and administration is very responsive to any questions or concerns that tenants have.  I will say, it's on the expensive side, but it's Davis, and you get what you pay for here. Hard to find any better pricing options.  The ladies in the office knew me by name even though they had only met me a few times.  I would move back there in a heartbeat.  Overall quality place of living.",4,Camille Flye
368,"The apartment units are decent and the maintenance team responds quickly for repairs. However, there's a pack of unsupervised kids with really bad behavior, that dominate the complex. They're loud, they swear and say crude things about sex and they congregate in the playground, so they smaller kids can't even enjoy it. Most of the good parents keep their kids inside and use neighborhood parks instead because the bad kids here make the playground and grassy areas unusable due to their behavior, fighting, and drama. In the summer, the pool gets closed for weeks at a time because of incidents related to these kids. Last summer, an apartment was egged and the police were called. The kids will also do things to deliberately provoke neighbors and then when the neighbor says something to them, they go get their low functioning family and friends and try to start a fight. The police are often called in these instances too. Last year someone was stabbed.

Also, a lot of drug recovery and domestic violence programs have been funneling people into the complex and it has really changed the atmosphere. These people are usually not quite ready to live independently and end up relapsing or inviting abusive exes to live here with them. They bring a lot of riff raff and drug activity around. There are constantly tweakers on bikes blasting music and dumpster diving. There have also been some drug sales in broad daylight.

Alhambra has become the Davis version of the projects. There's also a lot of hoarders who bring mice and roaches and ruin it for the tenants that keep their places clean. I've  lived here for seven years and the past 2 years have gotten worse and worse. I'm  looking to move as soon as possible.",2,High Vibes
368,"Armando is an absolute gem! After my recent move, I had a few issues that needed attention. He promptly addressed every work order I submitted, making my transition so much smoother. His efficiency and kindness are truly appreciated!",5,Behishta Aslami
368,"I moved to California from Florida last year. I had an amazing experience with my transition. I applied for several apartments in Sacramento and Woodland, and Alhambra was the first and fastest to call me back.
Angela, the secretary should be named Angel because she is always very prompt about ANYTHING I've ever brought to her attention.
She is always smiling and willing to go the extra mile with things in her scope of practice as well as outside of it. I don't know a person that could do it better.
I'm grateful for the beautiful community and amenities.",5,Nephitoria Williams
368,Amazing staff who work with all guests and tenants in such a professional manner. Very polite and kind.,5,Patricia Padilla
368,"i went in for a tour i met with the manager Mariah she was very professional and friendly and efficient. She even did a follow up with me a couple days later to let me know I was placed on the wait list, just really reassuring she’s on top of her job!",5,Mica 23
372,"We lived at Lanai Garden Apartments for three years, and my stay was a mixed bag. Here are some key points to consider:

Pros:

- Convenient location, close to Grocery Outlet, Dollar Tree, and Goodwill
- Spacious bedrooms and individual allocated parking right outside the front door
- Private backyard
- Single-story blocks, reducing noise concerns from neighbors

Cons:

- Neglectful maintenance; repairs often involved replacing old parts with used ones. They act like they’re doing everything to solve your issues but actually they don’t.
- Persistent pest issues, including roaches, snails, and mice (which caused significant damage to our vehicles)
- Theft from the garage, including stolen shoes and a baby stroller
- Unfair charges upon moving out, including cleaning fees and damages that were present before we moved in

While the location and allocated parking were significant advantages, the numerous issues we experienced made our stay at Lanai Garden Apartments frustrating. If you're considering living here, weigh these pros and cons carefully.",2,Tabinda Jabeen
372,"Tani the property maintenance manager is fantastic! Not only is she rapid with helping out on repairs, but she is proactive about assistance residents before we even think we need it. I have stayed at Lanai garden because of Tani and how amazing she is.",4,Emy Sievers
372,Very bad place to live,1,Nathan Acosta
357,"I have been a resident here for a little over 3 years. All in all, no real complaints about my time living here. The on-site manager Diana is fantastic and is always a great help regarding any concerns. And the maintenance man is also very prompt and always does a solid job fixing/replacing anything for us. Noise/sound is fairly manageable with the occasional bump or running footsteps coming from above but nothing that will affect one's sleep/focus.

Highlights of the place:
- Parking is pretty generous with its own dedicated parking lot as well as a good amount of street parking. Reserved parking is also an option but not really necessary in my opinion.

- Location is as central to Davis as it's going to get. 10 minutes or less in any direction to get anywhere by car and has several bus lines running right outside the complex",5,Edward Chang
357,"I've lived at the Viking apartments for a little more than 3 years now and it has been great. It's honestly such a relief that our apartment manager (Diana) is always responsive and helpful. She's on top of everything and always reaches out if we have any problems. Maintenance has also been great and they come in to fix any issues very promptly. Also, laundry is right down the hall so it was very convenient. The neighborhood is relatively quiet and the location is very close to all the grocery stores (TJ's, Savemart, Safeway). Overall, I really enjoyed living here.",5,Brenda Tran
357,"I lived at the Viking for two years and enjoyed my time there! The apartments are very homey and the rooms are very spacious which make sharing a room so much more comfortable! The manager , Diana , was always very kind and responsive. Very close to campus and downtown. Overall good experience.",5,Amy Tet
357,"Four stars because the building manager, Diana, is a gem. She’s super responsive, helpful with resolving issues, and understanding. The building itself needs some work and all the apartments need to be given an update. Biggest problem here is that other tenants are really dirty and careless. Dumpster areas are always a mess, people don’t pick up after their animals, and some tenants are loud.",4,Zach Castagnola-Johnson
357,"I've lived at the Viking Apartments for roughly 4 years and it has been a great experience. The apartments are cute (I've lived in a two bedroom and a one bedroom at The Viking), neighbors have been nice, management has always been so helpful, and the pool rocks in the summer. The apartment manager has always been helpful and kind in answering my questions/concerns. The maintenance team has been helpful in fixing any problem I've had over the years (and it's free!). The location is great, close to downtown, campus, local stores, and the Yolo Library!",5,Sheena Cuccia
358,"This residence has exceeded my expectations. Over the past three and a half years, I've experienced outstanding hospitality from the entire staff, including administrative and maintenance personnel, who have a welcoming atmosphere and usually addressing residents by their first names. The recent pizza and pool party, featuring generous prize giveaways, exemplified their commitment to resident satisfaction. Management, Danielle, Arianna, and Azeneth, are all awesome! Plus they are actively seeking our feedback on potential enhancements, events, and incentives. To stay updated on community activities, I recommend following their Instagram account!",5,Kell Lay
358,"I lived at Anderson Place for three years of my time at UC Davis. It is hands down the best apartment I’ve ever lived in. The management team is so kind, engaged and just happy to be there. The maintenance team is so kind, prompt and create relationships and friendships with the guests. Some of the team said I would be missed when they saw me move out. I couldn’t recommend this apartment complex more. 1000000/10!!",5,Camille Zeigler
358,"Great management and staff! Every time I made a request for maintenance or had a question, they were so quick and polite to respond. I am very happy with all the interactions I had with the staff! The complex was clean and well kept, the yard work was occasionally loud, but the grounds were clean and that’s what the cost is sometimes. The wonderful ladies in the front office (Danielle and Arianna) have always been extremely pleasant and kind. Super dog friendly and I know my dog and I will miss living there!",5,Vivian Crow
358,"This is a friendly community with excellent property management. The community is safe and beautiful community with laundry, free swimming pool, free study room, free gym for residents. The staff is enthusiastic, can respond to the requirements of the residents in time, and the maintenance is timely. It's a great community. Thanks for Danielle's and Arinna's kindly help.",5,yu jixu
358,"what an amazing place and amazing staff that work there. I want to thank Alicia and Arianna for their superior support and professionalism during my visit to rent an apartment at Anderson place apartment.
the place was very clean and the complex was very clean. the staff explained everything very thoroughly and were very helpful and supportive throughout the whole process.  I really felt like I was home and this was their main vision for every tenant that lived there.
Thank you Anderson Place apartments, you really know how to make someone feel at home.",5,Fad Fay (FayFay)
359,"I had a really bad experience with them. They went to the apartment at the end of the leasing contract, and they said the apartment was very clean and in good conditions, so verbally said it didn't need any reparation or additional clean process (my mistake: I didn't ask for form signed by them with this information). However, they forced me to pay more money than the deposit, due to pressures exerted by the debt collection company IQ Data in the name of Sharps and Flats. They made me pay for: Painting labor and materials (it's their responsibility according to California Tenants: A Guide to Residential Tenants’ and Landlords’ Rights and Responsibilities), apartment cleaning charges (California’s Department of Consumer Affairs: A landlord cannot routinely charge each tenant for cleaning carpets, drapes, walls, or windows in order to prepare the rental unit for the next tenancy), Drip pans, Traffic stains, Stretching DR LR hall plus clampdowns, Insurance (this was paid monthly), total damage charges, and utilities bills (this was paid before).
They didn't answer my emails and my requirements of proves about all this. This company has also many small claims due to similar situations.
I wish I could provide zero stars.",1,Catalina Valencia
359,"One UCD student to another, DO NOT LIVE HERE. They take advantage of students who have no time or money to take legal action. They took the entire security deposit from us, as well as every other student I know who lived there. In our case, we spent 4 days deep cleaning our apartment and left it it in better condition that we got it and still had to pay 500 dollars on top of our security deposit! Some of my friends had the time to go back and dispute this and Sharps and Flats admitted to them that they overcharged them. Save yourself the money and find another place. The management is also super condescending and maintenance will only fix things if it’s legally inhumane.",1,Lucas Halteh
359,"Horrible management that takes forever to respond and does not seem to answer or comprehend the question. Apartment didn't even look like it was cleaned inbetween tenants since ours still had trash leftover by the tenants on the walls. Their rent collection site inexplicably stopped taking payments other than credit and debit cards which incurs a 3.25% fee. There's also a $2000 dollar ""move in"" fee.",1,frostii
359,"Apartment was dirty and had damages at move-in which we were charged for during move-out even though none of the marks on the move-in checklist were addressed. They also charged us for an entire paint job even though all of the paint was the same quality as when we moved in. Also there is mold coming out of the water line, which is confirmed by multiple residents. Good luck if you signed a lease.",1,Jordan
359,DO NOT LIVE HERE!!!! They will scam you out of your security deposit and charge you $600+ extra on top of your security deposit. They are also illegally charging for normal wear and tear and saying they needed to paint our apartment. Make sure to document and take pictures of your apartment during move in and move out. Also make sure if they stole your money to dispute it with debt collections and fight the overcharge by small claims court (No lawyer required!!). They are taking advantage of college student and first time renters.,1,nyel lambert
361,"I lived at Sundance for about two years and I cannot be more happy about my experience here.

Apartments and amenities-The floor plan is spacious and every unit comes with free wifi. Swimming pool, Sauna and Laundry room are very well maintained.

Management-The team are all very respectful, and friendly. I had to move out before the end of the lease due to relocation. Rebecca the manager is very helpful at advertising the unit to find potential tenants. She is clear and professional, making the lease take over a smooth process.

Maintenance- maintenance issues are usually addressed within a day. Rebecca is very responsive to maintenance requests. I am especially thankful for the new maintenance crew Mark for his amazing work. He is very friendly, always greets people with positive energy, and goes above and beyond to fix the issue.

Wish the whole team all the best!",5,Ting Gong
361,"I lived at Sundance for 2 years to close out my time at UC Davis. This was by far the best apartment community that I lived at or visited during my time here. Not only are the apartments wonderfully spacious and well-maintained, but the amenities are also wonderful. I can’t say I’ve stayed anywhere else that has a sauna! The staff, both in the office and on the maintenance team, are incredibly friendly and respectful. I would give 6/5 stars if I could!",5,Christopher Sousa
361,"To start with pros, the staff was very good with answering questions via email and in person. Rebecca was super fast with responding and the repair staff fixed whatever I needed on on the same day.

Now the bad.
For almost $1700 a month for an ""individual lease"", having to share a kitchen and deal with single pane glass and thin walls that were terrible at rejecting and retaining heat in the summer and wintertime forced me to drive up the electricity bill (PGE separate btw). I'm currently back in the Bay Area and found a place cheaper than what this place is charging. Plus, needing to access the circuit breaker meant I had to go into my bottom floor housemates room in order to get to it.

Also, if any emergency comes up during your stay and you need to move out, good luck. Didn't matter if I was willing to pay extra to cancel. And yes, I went thru the process of trying to find someone to take over my lease. After telling them the price and learning that it was a shared space, I can't count the amount of times people ghosted or just said no to my face. Because of this, as I'm writing this review, I'm still having to deal with paying back people and recovering my emergency funds.

If you're sure you're staying here for a year, great. However, this place is not worth what they're charging and are fueling the problem with why housing is so expensive in Davis.",2,Jeremy L.
361,"Hi Everyone,
I do not write reviews in general, but writing this one as I am positively surprised by the customer service and the overall experience I had with Rebecca Seltzer and the Sundance management team.
I am an upcoming graduate international student. I was looking for a spacious house close to campus. A senior of mine suggested that I should search for houses among Tandem Properties houses as they are well maintained and they manage even on-campus houses.
Rebecca and the team were extremely helpful in the process: they did a live video tour, explained to me in detail about all the facilities, and answered my queries patiently. The lease signing process was very smooth and they guided me as required.
I am looking forward to living in this community!",5,Abhinav Kishore
361,"My time at Sundance has been amazing! I’ve never had a better experience with property management, Rebecca is incredible and goes above and beyond for her tenants. The unit is great, and the maintenance staff has been very thorough and accommodating. Thank you!!!",5,Hannah Voorhees
362,"Love Cranbrook so much! The service is always so wonderful and the staff are accommodating, welcoming and informative. The maintenance crew is amazing—prompt and knowledgeable. The apartment complex is dog friendly and only a 10 minute walk from a dog park. There are a number of useful amenities (pool, hot tub, gym, free printing, laundry services), and the wifi provided is high quality. The apartments are conveniently close to bike paths and bus stops for easy travel, and there’s plenty of parking.

If you’re considering whether the price of renting here is worth it, it absolutely is!",5,Debby Tiner
362,"Recently moved away from Cranbrook. Miss the ambience and peace. The cranagement has always been soo helpful and understanding! Chrissie is the best! And not to mention the awesome and quick maintenance team. Sergio and Rafael helped a lot in any quick repairs and Roberto even helped repair my bike! Morning cookies and coffee are always a treat! The common room has been a place for many celebrations including an impromptu ring exchange ceremony! Apart from a bit far from campus, I really did enjoyed my stay!",5,Amey Gohil
362,"Living at Cranbrook Apartments has been a wonderful experience! Krissy and the management team, “Cranagement,” are absolutely fantastic. They’re always quick to respond and go above and beyond to ensure any issues are resolved the same day. The property is beautifully maintained, with lush green trees creating a serene atmosphere. Parking is never a problem, and the common room feels just like home with its cozy, welcoming vibe. I'm glad I chose to make Cranbrook my home!",5,Tejas Patil
362,My wife and I have lived at Cranbrook for 21 years. Yes since 2003 so I can speak on how awesome this place is. First of all it’s a safe place and near 2 shopping centers and a large park. But even more the staff is amazing. From the ladies in the office who run the place to the maintenance guys who keep your home running regular. If there’s a problem it’s fixed quickly. If you have a concern it is heard and not put off. The place is a blessing and we plan on staying until we can find a house.,5,Mike Harmon
362,"I've lived in many different places throughout the U.S., and I cannot overstate how lovely my experience has been with Cranbrook. Where my previous rental companies/landlords have failed, Cranbrook consistently succeeds. Their management team is friendly, accommodating, and easy to reach; their maintenance team is skilled and quick to respond; and the location is great, with plenty of parking, easy access to downtown, and a laidback atmosphere.

I highly recommend this place for anyone considering moving to Davis.",5,Antonio Giorgi
